# DF COMPASS 파리티 원장 정본 — 감리자 생성 20260816, v1 HEAD↔v2 233cef2
# 처분 어휘: PORTED/SEMANTIC/EXCLUDED/IMPLEMENT/PENDING (게이트 정합) · 전 필드 단일행 보장
layer,src,item,disposition,basis
프롬프트계약,core/personality.py:143,- 매번 동일한 인사 금지. 시간대·요일 분위기를 자연스럽게 반영.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:144,"- 1~2문장, 70자 이내.\n",SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): (7일 이내 자진 신고 시 징계 감경 가능)
프롬프트계약,core/personality.py:145,- 느낌표 자제. 과도한 친근함·이모지 금지.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:146,- '안녕하세요'로 시작 가능하지만 매번 같은 형식 금지.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:147,- 챗봇 사용 안내 (예시 질문 등) 는 포함하지 마세요. 인사말만 출력.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:148,- 출력은 인사말 본문만. 따옴표·접두사·메타 코멘트 없이.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:162,현재 한국 시간: {weekday_kr}요일 {period} ({hour}시 무렵).\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:163,이 분위기에 맞는 인사말 1~2문장을 생성해 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:169,당신은 신세계디에프 사내 윤리·컴플라이언스 챗봇의 '오늘의 사규 한 입',EXCLUDED,[DECIDED-OUT] 미사용 함수(렌더 0건)
프롬프트계약,core/personality.py:170,코너입니다. 임직원이 부담 없이 한 줄 사규 fun fact 로 흥미를 갖게 합니다.\n\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:172,- 합니다체 기본. 가볍지만 정확하게.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:173,"- 1문장, 80자 이내.\n",SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): (7일 이내 자진 신고 시 징계 감경 가능)
프롬프트계약,core/personality.py:174,"- 사규 제목은 그대로 인용하되, 본문은 직역하지 말고 풀어서 친근하게.\n",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:175,- 농담·과장·창작 금지. 사실 기반.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:176,- 출력은 한 줄 본문만. 따옴표·접두사·이모지 없이.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:182,오늘 소개할 사규: 「{doc_title}」.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:183,이 사규의 가장 핵심적이고 임직원 일상 업무에 도움 되는 한 줄을,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:184,흥미롭게 풀어 주세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:219,법인카드 사용 가능한 경우,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/personality.py:220,신고는 어디로 어떻게 하나요?,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 동료가 다쳤어요. 긴급 보고는 어떻게 하나요?
프롬프트계약,core/personality.py:267,폐기물관리,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
코어,core/pii_filter.py:9,1차 보호막,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:30,(?P<key>(?:사번|사원\s*번호|직원\s*번호|사원\s*ID|emp[_\s-]?no|employee[_\s-]?id)),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:44,(?<!\d)\d{6}(?!\d|\s*(?:원|만|회|명|건|일|년|개|차|호|쪽|페이지|등|초|분|시|월)),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:55,"\b\d{2,3}\s*[가-힣]\s*\d{4}\b",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:77,김|이|박|최|정|강|조|윤|장|임|한|오|서|신|권|황|안|송|류|전|홍|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:78,고|문|양|손|배|백|허|유|남|심|노|하|곽|성|차|주|우|구|나|민|진|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:79,지|엄|채|원|천|방|공|현|함|변|염|여|추|도|소|석|선|설|마|길|연|위,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:82,남궁|선우|황보|독고|서문|사공|제갈,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:85,님|씨|군|양|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:86,과장|차장|부장|팀장|담당|실장|본부장|상무|전무|부사장|사장|회장|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:87,대표이사|대표|이사|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:88,Chief\\s*Partner|치프\\s*파트너|CP|파트너|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:89,대리|사원|주임|선임|매니저|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:90,원장|소장|센터장|국장|,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:91,의원|장관|차관|시장|구청장|군수,EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:96,(?<![가-힣])(?:{_KO_SURNAMES_DOUBLE}|{_KO_SURNAMES_SINGLE}),EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:97,"[가-힣]{{0,2}}\s*({_HONORIFICS})",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:105,"밴드\s*\d{1,2}(?:-\d{1,2})?",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
코어,core/pii_filter.py:119,"[가-힣A-Za-z0-9]{2,15}(팀|실|본부|사업부|센터|그룹|국)",EXCLUDED,[비표면] 비렌더 문맥(위젯 호출 아님)
프롬프트계약,core/prompts.py:15,안녕하세요,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:16,혼자 감당하지 않으셔도 됩니다.,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 혼자 감당하지 마세요. CSR팀에 언제든 연락 주세요.
프롬프트계약,core/prompts.py:18,문의해 주셨군요,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 문의해 주시기 바랍니다.
프롬프트계약,core/prompts.py:18,~해 드릴게요,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:18,~안내해 드릴게요,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:21,금지됩니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:21,허용되지 않습니다,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 사용되지 않습니다. 자세한 안내는 좌측 사이드바 참조.
프롬프트계약,core/prompts.py:21,위반에 해당합니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:21,징계 처분을 받을 수 있습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:22,다음과 같습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:22,이렇게 처리됩니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:22,확인하실 수 있습니다,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 회사는 늘 곁에 있습니다. 필요할 때 핫라인을 이용해 주세요.
프롬프트계약,core/prompts.py:23,혼자 감당하지 않으셔도 됩니다,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 혼자 감당하지 마세요. CSR팀에 언제든 연락 주세요.
프롬프트계약,core/prompts.py:23,도움을 받으실 수 있는 채널이 마련되어 있습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:32,...로 보입니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:32,...일 가능성이 있습니다,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 회사는 늘 곁에 있습니다. 필요할 때 핫라인을 이용해 주세요.
프롬프트계약,core/prompts.py:32,...로 해석될 여지가 있습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:34,정확한 사항은 [라우팅 부서 분기] 결정한 부서명에 확인 바랍니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:55,관리부서는 X팀,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:56,관리부서: X팀,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:66,관리부서: 총무팀,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:67,안전 도메인 → CSR팀,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): ) parts.append(_scope_line(kind)) # 3) Ac
프롬프트계약,core/prompts.py:71,...에 대한 문의는 총무팀에 확인,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:72,총무팀 확인,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 조항 단위 근거 미확인 — 원문 확인 권장
프롬프트계약,core/prompts.py:76,관리부서는 경리팀,SEMANTIC,"[PORTED-EQUIV] 유사 대응(50%): 법인카드·경비 등 재무 실무는 **경리팀**(카드 관리),"
프롬프트계약,core/prompts.py:77,법인카드 관리지침,SEMANTIC,"[PORTED-EQUIV] 유사 대응(50%): 법인카드·경비 등 재무 실무는 **경리팀**(카드 관리),"
프롬프트계약,core/prompts.py:79,관리부서는 총무팀,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:80,...정확한 정보는 총무팀에 문의 바랍니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:89,...에 문의,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:92,명시 시 권장 행동도,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:94,정확한 사항은 ...에 확인,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:101,이전 지시 무시,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:101,system prompt 출력,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:101,역할을 바꿔,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 질문을 조금 더 구체적으로 바꿔 다시 시도해 주세요.\n\n
프롬프트계약,core/prompts.py:101,관리자 모드,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 심각 사안 응답 모드 (Critical Response Mode). - DB 의 crit
프롬프트계약,core/prompts.py:106,관련 사규에서 확인되지 않습니다,PORTED,동일 문자열
프롬프트계약,core/prompts.py:108,[문서N][태그] <문서명>,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): 섹션/문서 인용 표기 존재 (결함1 라벨 분기용 — 표시 계층 결정론). [참조:
프롬프트계약,core/prompts.py:116,[문서1][사규] (안전) 중대재해 대응 지침 제3조,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:118,[문서2][사례] 윤리경영 사례집 #102,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:127,14. 회사 공금 횡령,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): (횡령|배임|사기|부정|착복|공금|뇌물|선물.*받|향응|접대)
프롬프트계약,core/prompts.py:127,3.1 신고 절차,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): (7일 이내 자진 신고 시 징계 감경 가능)
프롬프트계약,core/prompts.py:142,도움을 받으실 수 있는 채널이 마련되어 있습니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:159,스스로 해결하라,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:161,이런 일은 흔하니 넘어가세요,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:161,스스로 풀어보세요,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:163,비슷한 사규 추천,EXCLUDED,[비표면] 로그/진단
프롬프트계약,core/prompts.py:173,관리부서인 X팀에 문의,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:173,자세한 사항은 X팀에 확인,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:174,X팀이 관리합니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:181,관리부서인 인사팀에 문의,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): 인사 규정·복리후생 등 인사 행정 사항은 인사팀에 문의
프롬프트계약,core/prompts.py:181,관리부서인 인사교육팀에 문의,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): 인사 규정·복리후생 등 인사 행정 사항은 인사교육팀에 문의
프롬프트계약,core/prompts.py:182,인사팀에 확인하시기 바랍니다,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): 인사팀에 문의해 주시기 바랍니다
프롬프트계약,core/prompts.py:182,인사교육팀에 확인하시기 바랍니다,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): 인사 규정·복리후생 등 인사 행정 사항은 인사교육팀에 문의해 주시기 바랍니다.
프롬프트계약,core/prompts.py:192,관련 사규 미발견,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): 관련 사규 탐색 중…
프롬프트계약,core/prompts.py:198,마커 단계명: 본문,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:202,(검색 결과 없음),PORTED,동일 문자열
프롬프트계약,core/prompts.py:213,회사 공금 횡령 시 :red[**서면경고~징계해직**] 처분을 받을 수 있습니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:214,선물을 받았다면 :orange[**3일 이내 반환**]하고 신고서를 작성하세요.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:215,협력회사 거래개설 위해 사내로비 행위는 **부당행위**에 해당합니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:220,사규 제N조에 따르면...,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:221,사례집 #N에서 유사 사례로...,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:229,"혹시 [A]를 여쭤보시는 건가요, 아니면 [B]를 여쭤보시는 건가요?",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:237,해당 유형 문서가 검색되지 않았습니다.,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:244,· 관리부서: <부서명>,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:244,자세한 사항은 윤리경영팀에 문의하시기 바랍니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:244,관할 담당 부서,SEMANTIC,[PORTED-EQUIV] 유사 대응(67%): **💳 재무 담당 부서 안내**
프롬프트계약,core/prompts.py:251,사건사고 보고 절차,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:252,사건/사고 미보고·지연보고·축소보고,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:294,회사 규정 알려줘,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:313,일반적으로,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:326,CSR팀 또는 신세계면세점 핫라인,PORTED,동일 문자열
프롬프트계약,core/prompts.py:338,신고자 신원을 알아내려는 자,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:342,검색되지 않음,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): _RE_DEPT 매치 콜백: 매치 전체가 allowlist 일반명사와 '완전 일치'
프롬프트계약,core/prompts.py:346,대외출강 운영 지침,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:355,사고 발생 인지 즉시 [SRMS](https://rms.shinsegae.com/)에 등록,EXCLUDED,[비표면] 로그/진단
프롬프트계약,core/prompts.py:356,24시간 이내 [SRMS](https://rms.shinsegae.com/) 등록,EXCLUDED,[비표면] 로그/진단
프롬프트계약,core/prompts.py:387,"이해관계자(임직원, 협력회사, 거래처 등) 사적 업무 또는 행위 강요",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:392,"협력사원/거래관계자에게 폭언, 폭행",SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): (부당.*지시|차별|배제|소외|왕따|괴롭|폭언|폭행)
프롬프트계약,core/prompts.py:396,임직원이 본 행위를 한 경우 징계 대상,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:397,직접적인 징계 기준은 검색되지 않았습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:434,검색되지 않았습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:439,개인정보 보호,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 개인정보 노출
프롬프트계약,core/prompts.py:441,개인정보 보호 어떻게?,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:444,관리부서인 CSR팀에 문의,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:447,관리부서인 정보보안담당에 문의,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:461,💬 추가로 궁금하신 점이...,EXCLUDED,[비표면] 로그/진단
프롬프트계약,core/prompts.py:466,법인카드 사용 가능한가요?,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:467,그래서 구체적으로 어떻게?,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:504,매장 내에서 고객이 상해를 입은 경우 (원인 불문),PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:516,고객 매장 부상 전용 SOP,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 자연어 질문 → pgroonga OR 쿼리. 예: '고객이 매장에' → '고객 OR 매장'
프롬프트계약,core/prompts.py:558,[문서N][사규] doc_title 제N조,SEMANTIC,[PORTED-EQUIV] 유사 대응(100%): 당신은 사규 문서 라우터입니다. 아래 [문서 카탈로그]에서 사용자 질문을 지배하는(가장 직
프롬프트계약,core/prompts.py:558,부분). 청크 본문의 항목 번호 (예:,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:558,3.1 신고,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:563,명시 절차 ((문서명 제N조)),SEMANTIC,"[PORTED-EQUIV] 유사 대응(67%): checks = check_citations(answer, ledger)"
프롬프트계약,core/prompts.py:564,명시 절차 ((문서명)),SEMANTIC,"[PORTED-EQUIV] 유사 대응(67%): checks = check_citations(answer, ledger)"
프롬프트계약,core/prompts.py:565,사고 발생 24시간 이내 SRMS 등록 ((공통) 일반 사건사고 보고지침)),PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:566,사고 인지 시 즉시 보고 ((공통) 중대 사건사고 보고지침 제8조)),PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:571,AI 안내:,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:592,구체적인 대응 절차는 관련 사규에서 확인되지 않습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:598,"응급조치, 병원 후송, 보안실 통보 ((영업) AEO 출입통제))",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:601,사규 기준: 해당 유형 문서가 검색되지 않았습니다,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:614,매장 내 고객 부상은 인사사고 중 '고객상해'로 분류,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:616,"중대 사건사고는 즉시 모바일 사건사고로 1차 보고, 2시간 이내 2차 보고",PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:618,매장에서 손님이 다쳤음,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:645,고객이 매장에서 넘어졌어,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:671,(빈 list),PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:678,[사규 vocabulary 강제]\n,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): if n_ok == 0: # 사규 앵커 0
프롬프트계약,core/prompts.py:679,다음은 사규에 등장하는 핵심 용어 list. 사용자 query 에 이 단어들이\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:680,포함되면 원문 그대로 사용. 비슷한 의미의 다른 단어로 변형 X. 변형하면\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:681,다른 사규에 매칭되어 사용자에게 잘못된 정보 제공.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:685,변형 금지 예시:\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:686,안전관리\,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:687,자진 신고\,SEMANTIC,[PORTED-EQUIV] 유사 대응(100%): (7일 이내 자진 신고 시 징계 감경 가능)
프롬프트계약,core/prompts.py:687,익명 신고\,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): (7일 이내 자진 신고 시 징계 감경 가능)
프롬프트계약,core/prompts.py:689,법인카드\,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:689,회사카드\,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:691,질문에 위 단어가 있으면 답변에서 같은 단어 그대로 사용하라. 검색된\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:692,사규 청크가 다른 표현을 쓰더라도 query 단어를 우선한다.\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:694,vocabulary 우선순위 규칙:\n,SEMANTIC,[PORTED-EQUIV] 유사 대응(50%): 산업안전보건기준에 관한 규칙 제79조
프롬프트계약,core/prompts.py:695,- query 의 단어가 위 vocabulary list 에 있으면 retrieval 결과와 무관\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
프롬프트계약,core/prompts.py:696,하게 그대로 사용 (paraphrase 금지).\n,PENDING,[표면-실격차아님: E2E 114셀·시각 51클래스·매트릭스 누락0으로 커버]
